ORDERNUMBER,QUANTITYORDERED,PRICEEACH,CALCULATED_PRICE,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH,YEAR,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,CITY,STATE,POSTALCODE,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
10312,38,100.0,3800.0,5,5147.858100000001,2004-10-21,Shipped,4,10,2004,Vintage Cars,104,S18_3136,MINI GIFTS DISTRIBUTORS LTD.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Medium
10253,33,100.0,3300.0,4,5150.8611,2004-06-01,Cancelled,2,6,2004,Classic Cars,142,S18_1984,"UK COLLECTABLES, LTD.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,,WX1 6LT,UK,Devon,Elizabeth,Medium
10103,42,100.0,4200.0,6,5152.2471000000005,2003-01-29,Shipped,1,1,2003,Classic Cars,101,S700_2824,BAANE MINI IMPORTS,07-98 9555,Erling Skakkes gate 78,Stavern,,4110,Norway,Bergulfsen,Jonas,Medium
10356,30,100.0,3000.0,1,5153.841000000001,2004-12-09,Shipped,4,12,2004,Vintage Cars,168,S18_2795,LYON SOUVENIERS,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Paris,,75508,France,Da Cunha,Daniel,Medium
10419,38,100.0,3800.0,5,5156.1972000000005,2005-05-17,Shipped,2,5,2005,Classic Cars,141,S18_1129,SALZBURG COLLECTABLES,6562-9555,Geislweg 14,Salzburg,,5020,Austria,Pipps,Georg,Medium
10266,40,100.0,4000.0,11,5161.002,2004-07-06,Shipped,3,7,2004,Classic Cars,115,S12_4675,L'ORDINE SOUVENIERS,0522-556555,Strada Provinciale 124,Reggio Emilia,,42100,Italy,Moroni,Maurizio,Medium
10263,40,100.0,4000.0,5,5165.160000000001,2004-06-28,Shipped,2,6,2004,Motorcycles,118,S10_2016,GIFT DEPOT INC.,2035552570,25593 South Bay Ln.,Bridgewater,CT,97562,USA,King,Julie,Medium
10275,39,100.0,3900.0,16,5165.760600000001,2004-07-23,Shipped,3,7,2004,Planes,99,S700_2466,LA ROCHELLE GIFTS,40.67.8555,"67, rue des Cinquante Otages",Nantes,,44000,France,Labrune,Janine,Medium
10181,36,100.0,3600.0,11,5171.3046,2003-11-12,Shipped,4,11,2003,Classic Cars,115,S12_4675,HERKKU GIFTS,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,,N 5804,Norway,Oeztan,Veysel,Medium
10239,29,100.0,2900.0,3,5173.972650000001,2004-04-12,Shipped,2,4,2004,Classic Cars,140,S24_3856,"OULU TOY SUPPLIES, INC.",981-443655,Torikatu 38,Oulu,,90110,Finland,Koskitalo,Pirkko,Medium
10174,48,93.34,4480.32,3,5174.7696000000005,2003-11-06,Shipped,4,11,2003,Trucks and Buses,116,S18_1097,"AUSTRALIAN GIFT NETWORK, CO",61-7-3844-6555,31 Duncan St. West End,South Brisbane,Queensland,4101,Australia,Calaghan,Tony,Medium
10321,44,100.0,4400.0,6,5185.672800000001,2004-11-04,Shipped,4,11,2004,Classic Cars,124,S18_1589,FUNGIFTIDEAS.COM,5085552555,1785 First Street,New Bedford,MA,50553,USA,Benitez,Violeta,Medium
10212,38,100.0,3800.0,6,5188.675800000001,2004-01-16,Shipped,1,1,2004,Classic Cars,124,S18_1589,EURO SHOPPING CHANNEL,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,Freyre,Diego,Medium
10173,31,100.0,3100.0,10,5189.218650000001,2003-11-05,Shipped,4,11,2003,Vintage Cars,127,S18_2325,ROVELLI GIFTS,035-640555,Via Ludovico il Moro 22,Bergamo,,24100,Italy,Rovelli,Giovanni,Medium
10372,44,100.0,4400.0,2,5193.804000000001,2005-01-26,Shipped,1,1,2005,Ships,86,S700_1938,"TOKYO COLLECTABLES, LTD",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,Tokyo,106-0032,Japan,Shimamura,Akiko,Medium
10337,29,100.0,2900.0,2,5195.40945,2004-11-21,Shipped,4,11,2004,Vintage Cars,87,S18_4522,CLASSIC LEGENDS INC.,2125558493,5905 Pompton St.,NYC,NY,10022,USA,Hernandez,Maria,Medium
10171,35,100.0,3500.0,2,5206.740000000001,2003-11-05,Shipped,4,11,2003,Classic Cars,141,S18_1129,QUEBEC HOME SHOPPING NETWORK,(514) 555-8054,43 rue St. Laurent,Montreal,Quebec,H1J 1C3,Canada,Fresnisre,Jean,Medium
10304,46,98.0,4508.0,5,5206.740000000001,2004-10-11,Shipped,4,10,2004,Trucks and Buses,116,S18_1097,AUTO ASSOC. & CIE.,30.59.8555,"67, avenue de l'Europe",Versailles,,78000,France,Tonini,Daniel,Medium
10217,38,100.0,3800.0,5,5207.987400000001,2004-02-04,Shipped,1,2,2004,Trucks and Buses,121,S18_4600,HANDJI GIFTS& CO,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,,69045,Singapore,Victorino,Wendy,Medium
10405,61,73.92,4509.12,4,5208.033600000001,2005-04-14,Shipped,2,4,2005,Classic Cars,77,S18_1889,MINI CARAVY,88.60.1555,"24, place Kluber",Strasbourg,,67000,France,Citeaux,Frederique,Medium
10189,28,100.0,2800.0,1,5211.9144,2003-11-18,Shipped,4,11,2003,Motorcycles,150,S12_2823,TOYS4GROWNUPS.COM,6265557265,78934 Hillside Dr.,Pasadena,CA,90003,USA,Young,Julie,Medium
10261,36,100.0,3600.0,8,5212.053000000001,2004-06-17,Shipped,2,6,2004,Ships,122,S24_2011,QUEBEC HOME SHOPPING NETWORK,(514) 555-8054,43 rue St. Laurent,Montreal,Quebec,H1J 1C3,Canada,Fresnisre,Jean,Medium
10369,41,100.0,4100.0,2,5214.7326,2005-01-20,Shipped,1,1,2005,Classic Cars,214,S10_1949,COLLECTABLES FOR LESS INC.,6175558555,7825 Douglas Av.,Brickhaven,MA,58339,USA,Nelson,Allen,Medium
10184,37,100.0,3700.0,6,5216.2341000000015,2003-11-14,Shipped,4,11,2003,Trucks and Buses,118,S12_4473,"IBERIA GIFT IMPORTS, CORP.",(95) 555 82 82,"C/ Romero, 33",Sevilla,,41101,Spain,Roel,Jose Pedro,Medium
10225,27,100.0,2700.0,9,5218.186050000001,2004-02-22,Shipped,1,2,2004,Classic Cars,194,S12_1099,"VIDA SPORT, LTD",0897-034555,Grenzacherweg 237,Gensve,,1203,Switzerland,Holz,Michael,Medium
10229,36,100.0,3600.0,1,5222.8638,2004-03-11,Shipped,1,3,2004,Trucks and Buses,118,S12_4473,MINI GIFTS DISTRIBUTORS LTD.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Medium
10152,35,100.0,3500.0,1,5225.335500000001,2003-09-25,Shipped,3,9,2003,Classic Cars,143,S18_4027,"AUSTRALIAN GIFT NETWORK, CO",61-7-3844-6555,31 Duncan St. West End,South Brisbane,Queensland,4101,Australia,Calaghan,Tony,Medium
10155,32,100.0,3200.0,13,5227.6224,2003-10-06,Shipped,4,10,2003,Classic Cars,136,S10_4757,"TOYS OF FINLAND, CO.",90-224 8555,Keskuskatu 45,Helsinki,,21240,Finland,Karttunen,Matti,Medium
10204,47,96.32,4527.04,8,5228.7312,2003-12-02,Shipped,4,12,2003,Classic Cars,90,S24_2766,MUSCLE MACHINE INC,2125557413,4092 Furth Circle,NYC,NY,10022,USA,Young,Jeff,Medium
10168,36,100.0,3600.0,8,5229.516600000001,2003-10-28,Shipped,4,10,2003,Planes,118,S700_2834,TECHNICS STORES INC.,6505556809,9408 Furth Circle,Burlingame,CA,94217,USA,Hirano,Juri,Medium
10292,41,100.0,4100.0,11,5230.8333,2004-09-08,Shipped,3,9,2004,Trucks and Buses,122,S18_2319,LAND OF TOYS INC.,2125557818,897 Long Airport Avenue,NYC,NY,10022,USA,Yu,Kwai,Medium
10225,32,100.0,3200.0,1,5231.3184,2004-02-22,Shipped,1,2,2004,Classic Cars,141,S18_1129,"VIDA SPORT, LTD",0897-034555,Grenzacherweg 237,Gensve,,1203,Switzerland,Holz,Michael,Medium
10197,41,100.0,4100.0,13,5237.463000000002,2003-11-26,Shipped,4,11,2003,Ships,122,S24_2011,ENACO DISTRIBUTORS,(93) 203 4555,"Rambla de Catalu¤a, 23",Barcelona,,8022,Spain,Saavedra,Eduardo,Medium
10380,24,100.0,2400.0,2,5239.080000000001,2005-02-16,Shipped,1,2,2005,Classic Cars,71,S18_4933,EURO SHOPPING CHANNEL,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,Freyre,Diego,Medium
10196,27,100.0,2700.0,8,5240.327400000001,2003-11-26,Shipped,4,11,2003,Classic Cars,143,S18_4027,SUPER SCALE INC.,2035559545,567 North Pendale Street,New Haven,CT,97823,USA,Murphy,Leslie,Medium
10225,40,100.0,4000.0,4,5255.25,2004-02-22,Shipped,1,2,2004,Classic Cars,140,S24_3856,"VIDA SPORT, LTD",0897-034555,Grenzacherweg 237,Gensve,,1203,Switzerland,Holz,Michael,Medium
10292,26,100.0,2600.0,7,5260.9557,2004-09-08,Shipped,3,9,2004,Classic Cars,163,S18_2238,LAND OF TOYS INC.,2125557818,897 Long Airport Avenue,NYC,NY,10022,USA,Yu,Kwai,Medium
10215,41,100.0,4100.0,8,5262.087600000001,2004-01-29,Shipped,1,1,2004,Vintage Cars,99,S18_3320,WEST COAST COLLECTABLES CO.,3105553722,3675 Furth Circle,Burbank,CA,94019,USA,Thompson,Steve,Medium
10165,48,94.92,4556.16,10,5262.3648,2003-10-22,Shipped,4,10,2003,Trucks and Buses,115,S50_1392,"DRAGON SOUVENIERS, LTD.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,,79903,Singapore,Natividad,Eric,Medium
10104,23,100.0,2300.0,13,5263.323450000001,2003-01-31,Shipped,1,1,2003,Classic Cars,169,S18_3232,EURO SHOPPING CHANNEL,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,Freyre,Diego,Medium
10225,27,100.0,2700.0,11,5271.512400000001,2004-02-22,Shipped,1,2,2004,Classic Cars,146,S18_3482,"VIDA SPORT, LTD",0897-034555,Grenzacherweg 237,Gensve,,1203,Switzerland,Holz,Michael,Medium
10105,29,100.0,2900.0,14,5273.78775,2003-02-11,Shipped,1,2,2003,Classic Cars,173,S12_3891,DANISH WHOLESALE IMPORTS,31 12 3555,Vinb'ltet 34,Kobenhavn,,1734,Denmark,Petersen,Jytte,Medium
10289,38,100.0,3800.0,2,5276.0169000000005,2004-09-03,Shipped,3,9,2004,Vintage Cars,102,S18_1342,HERKKU GIFTS,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,,N 5804,Norway,Oeztan,Veysel,Medium
10308,20,100.0,2000.0,1,5278.812000000001,2004-10-15,Shipped,4,10,2004,Motorcycles,193,S10_4698,MINI CLASSICS,9145554562,3758 North Pendale Street,White Plains,NY,24067,USA,Frick,Steve,Medium
10313,25,100.0,2500.0,3,5280.9487500000005,2004-10-22,Shipped,4,10,2004,Classic Cars,169,S18_3232,CANADIAN GIFT EXCHANGE NETWORK,(604) 555-3392,1900 Oak St.,Vancouver,BC,V3F 2K1,Canada,Tannamuri,Yoshi,Medium
10284,45,100.0,4500.0,8,5286.3772500000005,2004-08-21,Shipped,3,8,2004,Planes,99,S700_2466,"NORWAY GIFTS BY MAIL, CO.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Oslo,,N 0106,Norway,Klaeboe,Jan,Medium
10369,42,100.0,4200.0,1,5291.4708,2005-01-20,Shipped,1,1,2005,Vintage Cars,101,S18_2949,COLLECTABLES FOR LESS INC.,6175558555,7825 Douglas Av.,Brickhaven,MA,58339,USA,Nelson,Allen,Medium
10245,28,100.0,2800.0,2,5303.436600000001,2004-05-04,Shipped,2,5,2004,Classic Cars,147,S10_4962,SUPER SCALE INC.,2035559545,567 North Pendale Street,New Haven,CT,97823,USA,Murphy,Leslie,Medium
10382,33,100.0,3300.0,4,5304.464550000001,2005-02-17,Shipped,1,2,2005,Vintage Cars,97,S24_4258,MINI GIFTS DISTRIBUTORS LTD.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Medium
10419,34,100.0,3400.0,4,5306.947800000001,2005-05-17,Shipped,2,5,2005,Classic Cars,142,S18_1984,SALZBURG COLLECTABLES,6562-9555,Geislweg 14,Salzburg,,5020,Austria,Pipps,Georg,Medium
10311,43,100.0,4300.0,3,5307.698550000001,2004-10-16,Shipped,4,10,2004,Classic Cars,117,S24_2887,EURO SHOPPING CHANNEL,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,Freyre,Diego,Medium
10126,45,100.0,4500.0,6,5309.7660000000005,2003-05-28,Shipped,2,5,2003,Classic Cars,101,S700_2824,"CORRIDA AUTO REPLICAS, LTD",(91) 555 22 82,"C/ Araquil, 67",Madrid,,28023,Spain,Sommer,Mart¡n,Medium
10389,45,100.0,4500.0,1,5310.285750000001,2005-03-03,Shipped,1,3,2005,Motorcycles,112,S24_1578,SCANDINAVIAN GIFT IDEAS,0695-34 6555,?kergatan 24,Boras,,S-844 67,Sweden,Larsson,Maria,Medium
10232,48,95.8,4598.4,8,5311.152,2004-03-20,Shipped,1,3,2004,Trains,100,S18_3259,GIFTSBYMAIL.CO.UK,(198) 555-8888,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,Bennett,Helen,Medium
10140,40,100.0,4000.0,5,5314.386,2003-07-24,Shipped,3,7,2003,Trucks and Buses,121,S18_4600,TECHNICS STORES INC.,6505556809,9408 Furth Circle,Burlingame,CA,94217,USA,Hirano,Juri,Medium
10184,46,100.0,4600.0,13,5321.500800000001,2003-11-14,Shipped,4,11,2003,Trucks and Buses,96,S32_1268,"IBERIA GIFT IMPORTS, CORP.",(95) 555 82 82,"C/ Romero, 33",Sevilla,,41101,Spain,Roel,Jose Pedro,Medium
10168,48,96.0,4608.0,15,5322.240000000001,2003-10-28,Shipped,4,10,2003,Planes,80,S700_3167,TECHNICS STORES INC.,6505556809,9408 Furth Circle,Burlingame,CA,94217,USA,Hirano,Juri,Medium
10378,28,100.0,2800.0,9,5324.1342,2005-02-10,Shipped,1,2,2005,Motorcycles,62,S18_3782,EURO SHOPPING CHANNEL,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,Freyre,Diego,Medium
10304,46,100.0,4600.0,7,5328.939000000001,2004-10-11,Shipped,4,10,2004,Vintage Cars,101,S18_2949,AUTO ASSOC. & CIE.,30.59.8555,"67, avenue de l'Europe",Versailles,,78000,France,Tonini,Daniel,Medium
10232,48,96.16,4615.68,1,5331.110400000001,2004-03-20,Shipped,1,3,2004,Ships,100,S700_3505,GIFTSBYMAIL.CO.UK,(198) 555-8888,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,Bennett,Helen,Medium
10104,41,100.0,4100.0,9,5331.2258999999995,2003-01-31,Shipped,1,1,2003,Trucks and Buses,118,S12_4473,EURO SHOPPING CHANNEL,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,Freyre,Diego,Medium
10305,42,100.0,4200.0,3,5334.1596,2004-10-13,Shipped,4,10,2004,Trucks and Buses,115,S50_1392,MARTA'S REPLICAS CO.,6175558555,39323 Spinnaker Dr.,Cambridge,MA,51247,USA,Hernandez,Marta,Medium
10336,31,100.0,3100.0,5,5334.58695,2004-11-20,Shipped,4,11,2004,Classic Cars,118,S24_4048,"LA CORNE D'ABONDANCE, CO.",(1) 42.34.2555,"265, boulevard Charonne",Paris,,75012,France,Bertrand,Marie,Medium
10159,32,100.0,3200.0,7,5334.806400000001,2003-10-10,Shipped,4,10,2003,Classic Cars,148,S18_4721,CORPORATE GIFT IDEAS CO.,6505551386,7734 Strong St.,San Francisco,CA,,USA,Brown,Julie,Medium
10373,44,100.0,4400.0,14,5345.2476000000015,2005-01-31,Shipped,1,1,2005,Ships,66,S700_1138,"OULU TOY SUPPLIES, INC.",981-443655,Torikatu 38,Oulu,,90110,Finland,Koskitalo,Pirkko,Medium
10245,44,100.0,4400.0,4,5346.264000000001,2004-05-04,Shipped,2,5,2004,Classic Cars,101,S700_2824,SUPER SCALE INC.,2035559545,567 North Pendale Street,New Haven,CT,97823,USA,Murphy,Leslie,Medium
10222,49,94.62,4636.38,10,5355.018900000001,2004-02-19,Shipped,1,2,2004,Ships,86,S18_3029,COLLECTABLE MINI DESIGNS CO.,7605558146,361 Furth Circle,San Diego,CA,91217,USA,Thompson,Valarie,Medium
10169,35,100.0,3500.0,13,5358.333750000001,2003-11-04,Shipped,4,11,2003,Motorcycles,150,S12_2823,"ANNA'S DECORATIONS, LTD",02 9936 8555,201 Miller Street,North Sydney,NSW,2060,Australia,O'Hara,Anna,Medium
10150,34,100.0,3400.0,7,5360.3550000000005,2003-09-19,Shipped,3,9,2003,Trucks and Buses,116,S18_1097,"DRAGON SOUVENIERS, LTD.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,,79903,Singapore,Natividad,Eric,Medium
10305,36,100.0,3600.0,1,5360.9094000000005,2004-10-13,Shipped,4,10,2004,Classic Cars,118,S24_4048,MARTA'S REPLICAS CO.,6175558555,39323 Spinnaker Dr.,Cambridge,MA,51247,USA,Hernandez,Marta,Medium
10193,44,100.0,4400.0,11,5362.526400000001,2003-11-21,Shipped,4,11,2003,Vintage Cars,127,S18_2325,"AUSTRALIAN COLLECTABLES, LTD",61-9-3844-6555,7 Allen Street,Glen Waverly,Victoria,3150,Australia,Connery,Sean,Medium
10267,43,100.0,4300.0,2,5365.806600000001,2004-07-07,Shipped,3,7,2004,Classic Cars,117,S24_2887,MUSCLE MACHINE INC,2125557413,4092 Furth Circle,NYC,NY,10022,USA,Young,Jeff,Medium
10120,39,100.0,3900.0,10,5372.517150000001,2003-04-29,Shipped,2,4,2003,Planes,109,S24_1785,"AUSTRALIAN COLLECTORS, CO.",03 9520 4555,636 St Kilda Road,Melbourne,Victoria,3004,Australia,Ferguson,Peter,Medium
10309,26,100.0,2600.0,4,5382.577200000001,2004-10-15,Shipped,4,10,2004,Motorcycles,150,S12_2823,BAANE MINI IMPORTS,07-98 9555,Erling Skakkes gate 78,Stavern,,4110,Norway,Bergulfsen,Jonas,Medium
10165,32,100.0,3200.0,17,5384.332800000001,2003-10-22,Shipped,4,10,2003,Trucks and Buses,127,S24_2300,"DRAGON SOUVENIERS, LTD.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,,79903,Singapore,Natividad,Eric,Medium
10259,41,100.0,4100.0,13,5389.9461,2004-06-15,Shipped,2,6,2004,Trucks and Buses,121,S18_4600,HANDJI GIFTS& CO,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,,69045,Singapore,Victorino,Wendy,Medium
10278,34,100.0,3400.0,6,5391.3783,2004-08-06,Shipped,3,8,2004,Classic Cars,141,S18_1129,SIGNAL GIFT STORES,7025551838,8489 Strong St.,Las Vegas,NV,83030,USA,King,Sue,Medium
10269,48,97.39,4674.72,2,5399.301600000001,2004-07-16,Shipped,3,7,2004,Vintage Cars,97,S24_4258,SALZBURG COLLECTABLES,6562-9555,Geislweg 14,Salzburg,,5020,Austria,Pipps,Georg,Medium
10282,31,100.0,3100.0,8,5399.394,2004-08-20,Shipped,3,8,2004,Classic Cars,143,S18_4027,MINI GIFTS DISTRIBUTORS LTD.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Medium
10171,35,100.0,3500.0,1,5405.631,2003-11-05,Shipped,4,11,2003,Classic Cars,142,S18_1984,QUEBEC HOME SHOPPING NETWORK,(514) 555-8054,43 rue St. Laurent,Montreal,Quebec,H1J 1C3,Canada,Fresnisre,Jean,Medium
10341,38,100.0,3800.0,3,5408.125800000001,2004-11-24,Shipped,4,11,2004,Motorcycles,81,S50_4713,SALZBURG COLLECTABLES,6562-9555,Geislweg 14,Salzburg,,5020,Austria,Pipps,Georg,Medium
10244,40,100.0,4000.0,7,5410.944,2004-04-29,Shipped,2,4,2004,Vintage Cars,102,S18_1342,EURO SHOPPING CHANNEL,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,Freyre,Diego,Medium
10291,41,100.0,4100.0,10,5414.5707,2004-09-08,Shipped,3,9,2004,Trucks and Buses,116,S18_1097,SCANDINAVIAN GIFT IDEAS,0695-34 6555,?kergatan 24,Boras,,S-844 67,Sweden,Larsson,Maria,Medium
10425,33,100.0,3300.0,4,5419.953000000001,2005-05-31,In Process,2,5,2005,Trucks and Buses,118,S12_4473,LA ROCHELLE GIFTS,40.67.8555,"67, rue des Cinquante Otages",Nantes,,44000,France,Labrune,Janine,Medium
10294,45,100.0,4500.0,1,5419.953000000001,2004-09-10,Shipped,3,9,2004,Ships,99,S700_3962,ONLINE MINI COLLECTABLES,6175557555,7635 Spinnaker Dr.,Brickhaven,MA,58339,USA,Barajas,Miguel,Medium
10180,42,100.0,4200.0,12,5423.4180000000015,2003-11-11,Shipped,4,11,2003,Motorcycles,118,S10_2016,DAEDALUS DESIGNS IMPORTS,20.16.1555,"184, chausse de Tournai",Lille,,59000,France,Rance,Martine,Medium
10375,41,100.0,4100.0,15,5430.6714,2005-02-03,Shipped,1,2,2005,Motorcycles,102,S32_4485,LA ROCHELLE GIFTS,40.67.8555,"67, rue des Cinquante Otages",Nantes,,44000,France,Labrune,Janine,Medium
10367,37,100.0,3700.0,3,5432.900550000001,2005-01-12,Resolved,1,1,2005,Vintage Cars,170,S18_1749,TOYS4GROWNUPS.COM,6265557265,78934 Hillside Dr.,Pasadena,CA,90003,USA,Young,Julie,Medium
10381,48,98.0,4704.0,2,5433.12,2005-02-17,Shipped,1,2,2005,Trucks and Buses,116,S18_1097,CORPORATE GIFT IDEAS CO.,6505551386,7734 Strong St.,San Francisco,CA,,USA,Brown,Julie,Medium
10135,31,100.0,3100.0,12,5434.482900000001,2003-07-02,Shipped,3,7,2003,Classic Cars,148,S18_4721,MINI GIFTS DISTRIBUTORS LTD.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Medium
10211,41,100.0,4100.0,14,5438.248200000001,2004-01-15,Shipped,1,1,2004,Motorcycles,95,S10_1678,AUTO CANAL PETIT,(1) 47.55.6555,"25, rue Lauriston",Paris,,75016,France,Perrier,Dominique,Medium
10220,30,100.0,3000.0,3,5444.208000000001,2004-02-12,Shipped,1,2,2004,Classic Cars,151,S12_3148,"CLOVER COLLECTIONS, CO.",+353 1862 1555,25 Maiden Lane,Dublin,,2,Ireland,Cassidy,Dean,Medium
10229,41,100.0,4100.0,10,5447.24565,2004-03-11,Shipped,1,3,2004,Trucks and Buses,121,S18_4600,MINI GIFTS DISTRIBUTORS LTD.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Medium
10196,50,94.4,4720.0,2,5451.6,2003-11-26,Shipped,4,11,2003,Ships,86,S700_1938,SUPER SCALE INC.,2035559545,567 North Pendale Street,New Haven,CT,97823,USA,Murphy,Leslie,Medium
10223,47,100.0,4700.0,9,5457.27105,2004-02-20,Shipped,1,2,2004,Planes,84,S18_2581,"AUSTRALIAN COLLECTORS, CO.",03 9520 4555,636 St Kilda Road,Melbourne,Victoria,3004,Australia,Ferguson,Peter,Medium
10312,31,100.0,3100.0,14,5462.4108,2004-10-21,Shipped,4,10,2004,Vintage Cars,127,S18_2325,MINI GIFTS DISTRIBUTORS LTD.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Medium
10230,45,100.0,4500.0,5,5471.40825,2004-03-15,Shipped,1,3,2004,Classic Cars,118,S24_4048,"BLAUER SEE AUTO, CO.",+49 69 66 90 2555,Lyonerstr. 34,Frankfurt,,60528,Germany,Keitel,Roland,Medium
10396,45,100.0,4500.0,5,5474.0070000000005,2005-03-23,Shipped,1,3,2005,Vintage Cars,87,S18_4522,MINI GIFTS DISTRIBUTORS LTD.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Medium
10335,44,100.0,4400.0,1,5481.9534,2004-11-19,Shipped,4,11,2004,Trucks and Buses,96,S32_1268,MINI GIFTS DISTRIBUTORS LTD.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Medium
10280,37,100.0,3700.0,13,5487.174000000001,2004-08-17,Shipped,3,8,2004,Vintage Cars,127,S18_2325,AMICA MODELS & CO.,011-4988555,Via Monte Bianco 34,Torino,,10100,Italy,Accorti,Paolo,Medium
10310,49,97.01,4753.490000000001,14,5490.28095,2004-10-16,Shipped,4,10,2004,Classic Cars,80,S24_4620,"TOMS SPEZIALITTEN, LTD",0221-5554327,Mehrheimerstr. 369,Koln,,50739,Germany,Pfalzheim,Henriette,Medium
10287,45,100.0,4500.0,10,5493.757500000001,2004-08-30,Shipped,3,8,2004,Classic Cars,117,S12_3380,"VIDA SPORT, LTD",0897-034555,Grenzacherweg 237,Gensve,,1203,Switzerland,Holz,Michael,Medium
10114,42,100.0,4200.0,10,5495.697900000001,2003-04-01,Shipped,2,4,2003,Classic Cars,101,S700_2824,"LA CORNE D'ABONDANCE, CO.",(1) 42.34.2555,"265, boulevard Charonne",Paris,,75012,France,Bertrand,Marie,Medium
10359,42,100.0,4200.0,8,5502.9744,2004-12-15,Shipped,4,12,2004,Classic Cars,207,S12_1108,REIMS COLLECTABLES,26.47.1555,59 rue de l'Abbaye,Reims,,51100,France,Henriot,Paul,Medium
10416,45,100.0,4500.0,2,5503.113000000001,2005-05-10,Shipped,2,5,2005,Motorcycles,99,S32_1374,L'ORDINE SOUVENIERS,0522-556555,Strada Provinciale 124,Reggio Emilia,,42100,Italy,Moroni,Maurizio,Medium
10160,35,100.0,3500.0,3,5506.6935,2003-10-11,Shipped,4,10,2003,Classic Cars,140,S24_3856,"MEN 'R' US RETAILERS, LTD.",2155554369,6047 Douglas Av.,Los Angeles,CA,,USA,Chandler,Michael,Medium
10211,36,100.0,3600.0,13,5511.429000000001,2004-01-15,Shipped,1,1,2004,Motorcycles,150,S12_2823,AUTO CANAL PETIT,(1) 47.55.6555,"25, rue Lauriston",Paris,,75016,France,Perrier,Dominique,Medium
10305,38,100.0,3800.0,5,5513.022900000002,2004-10-13,Shipped,4,10,2004,Trucks and Buses,118,S12_4473,MARTA'S REPLICAS CO.,6175558555,39323 Spinnaker Dr.,Cambridge,MA,51247,USA,Hernandez,Marta,Medium
10198,42,100.0,4200.0,1,5514.616800000001,2003-11-27,Shipped,4,11,2003,Planes,99,S700_2466,CRUZ & SONS CO.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Makati City,,1227 MM,Philippines,Cruz,Arnold,Medium
10106,41,100.0,4100.0,17,5514.9633,2003-02-17,Shipped,1,2,2003,Vintage Cars,105,S18_3856,ROVELLI GIFTS,035-640555,Via Ludovico il Moro 22,Bergamo,,24100,Italy,Rovelli,Giovanni,Medium
10270,38,100.0,3800.0,11,5515.2174,2004-07-19,Shipped,3,7,2004,Vintage Cars,104,S18_3136,SOUVENIERS AND THINGS CO.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,2067,Australia,Huxley,Adrian,Medium
10327,45,100.0,4500.0,8,5522.8635,2004-11-10,Resolved,4,11,2004,Planes,84,S18_2581,DANISH WHOLESALE IMPORTS,31 12 3555,Vinb'ltet 34,Kobenhavn,,1734,Denmark,Petersen,Jytte,Medium
